src_ip_dec,src_port,dst_ip_dec,dst_port,protocol,timestamp,flow_duration,total_fwd_packet,total_bwd_packets,total_length_of_fwd_packet,total_length_of_bwd_packet,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_per_s,flow_packets_per_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_rst_flags,bwd_rst_flags,fwd_header_length,bwd_header_length,fwd_packets_per_s,bwd_packets_per_s,packet_length_min,packet_length_max,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwr_flag_count,ece_flag_count,down_per_up_ratio,average_packet_size,fwd_segment_size_avg,bwd_segment_size_avg,fwd_bytes_per_bulk_avg,fwd_packet_per_bulk_avg,fwd_bulk_rate_avg,bwd_bytes_per_bulk_avg,bwd_packet_per_bulk_avg,bwd_bulk_rate_avg,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,fwd_init_win_bytes,bwd_init_win_bytes,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,icmp_code,icmp_type,total_tcp_flow_time,label,attempted_category
3232238092,41009,3232238083,53,17,22:21.3,63477,2,2,64,244,32,32,32.0,0.0,122,122,122.0,0.0,4852.151173,63.0149503,21159.0,36641.53483,63469,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,31.50747515,31.50747515,32,122,77.0,51.96152423,2700.0,0,0,0,0,0,0,0,0,1.0,77.0,32.0,122.0,0,0,0,0,0,0,0,16,0,61,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,49154,3232238130,1130,6,54:50.7,87,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22988.50575,87.0,0.0,87,87,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,11494.25287,11494.25287,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,87,Portscan,-1
2886729729,53446,3232238130,1036,6,52:48.5,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,15873.01587,15873.01587,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,63,Portscan,-1
3232238088,49427,3232238083,53,17,27:43.5,200,2,2,168,424,84,84,84.0,0.0,212,212,212.0,0.0,2960000.0,20000.0,66.66666667,109.4090185,193,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,10000.0,10000.0,84,212,148.0,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1.0,148.0,84.0,212.0,0,0,0,0,0,0,0,42,0,106,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238095,54945,2899903342,80,6,42:36.6,116771280,22,18,1747,2984,434,0,79.40909091,171.0899677,746,0,165.7777778,319.1333034,40.51509926,0.342549983,2994135.385,4520013.616,10010137,29,116771280,5560537.143,4921700.73,10046993,36990,116733123,6866654.294,4569608.211,10047146,18911,4,4,0,0,0,0,452,504,0.188402491,0.154147492,0,746,118.275,249.0978582,62049.74295,2,2,0,8,39,0,0,0,0.818181818,118.275,79.40909091,165.7777778,0,0,0,0,0,0,0,43,0,74,8192,368,15,20,153932.8182,388016.3182,1323846,36829,10005113.18,16335.72546,10010137,9955860,-1,-1,116771280,BENIGN,-1
3232238092,34392,2899905678,80,6,54:35.3,115661144,19,16,874,1492,437,0,46.0,137.7868725,746,0,93.25,254.807509,20.45630813,0.302608108,3401798.353,4788503.734,10203338,49,115661144,6425619.111,4938945.476,10240041,32273,115624302,7708286.8,4370071.56,10240208,21611,2,2,0,0,0,0,616,520,0.164272973,0.138335135,0,746,67.6,198.1553461,39265.54118,2,2,0,4,34,0,0,0,0.842105263,67.6,46.0,93.25,0,0,0,0,0,0,0,24,0,42,29200,349,2,32,58090.18182,70333.32393,270153,36703,10188240.27,49353.52956,10203338,10039434,-1,-1,115661144,BENIGN,-1
3232238083,61807,3232238081,53,17,02:06.3,75360,1,1,43,277,43,43,43.0,0.0,277,277,277.0,0.0,4246.284501,26.53927813,75360.0,0.0,75360,75360,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,13.26963907,13.26963907,43,277,160.0,165.4629868,27378.0,0,0,0,0,0,0,0,0,1.0,160.0,43.0,277.0,0,0,0,0,0,0,0,21,0,138,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238099,37916,3232238083,53,17,34:20.8,268,2,2,60,318,30,30,30.0,0.0,159,159,159.0,0.0,1410447.761,14925.37313,89.33333333,152.9978213,266,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,0,0,16,16,7462.686567,7462.686567,30,159,94.5,74.47818473,5547.0,0,0,0,0,0,0,0,0,1.0,94.5,30.0,159.0,0,0,0,0,0,0,0,15,0,79,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238131,60798,3232238083,53,17,35:52.6,181,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1790055.249,22099.44751,60.33333333,65.03332479,131,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,0,0,16,16,11049.72376,11049.72376,30,132,81.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1.0,81.0,30.0,132.0,0,0,0,0,0,0,0,15,0,66,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,48884,3232238130,80,6,46:11.5,158993,9,5,337,11595,337,0,37.44444444,112.3333333,10136,0,2319.0,4414.366206,75047.32913,88.05419107,12230.23077,36898.17153,134196,1,158993,19874.125,51508.30428,147002,1,145566,36391.5,65401.18671,134196,191,1,1,0,0,1,0,296,168,56.60626568,31.44792538,0,10136,852.2857143,2700.13414,7290724.374,1,2,1,2,13,0,0,0,0.555555556,852.2857143,37.44444444,2319.0,0,0,0,0,0,0,0,24,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,158993,DoS Hulk,-1
2886729729,42254,3232238130,6788,6,08:16.6,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,42,Portscan,-1
3232238092,17868,3232238083,53,17,46:11.0,72537,2,2,72,154,36,36,36.0,0.0,77,77,77.0,0.0,3115.651323,55.1442712,24179.0,41834.22948,72485,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,27.5721356,27.5721356,36,77,56.5,23.67136104,560.3333333,0,0,0,0,0,0,0,0,1.0,56.5,36.0,77.0,0,0,0,0,0,0,0,18,0,38,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238083,60512,3232238081,53,17,01:08.2,82222,1,1,45,140,45,45,45.0,0.0,140,140,140.0,0.0,2250.006081,24.32439007,82222.0,0.0,82222,82222,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,12.16219503,12.16219503,45,140,92.5,67.17514421,4512.5,0,0,0,0,0,0,0,0,1.0,92.5,45.0,140.0,0,0,0,0,0,0,0,22,0,70,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,60392,3232238130,1096,6,54:23.1,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,16393.44262,16393.44262,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,61,Portscan,-1
3232238131,13007,3232238083,53,17,42:40.7,154,2,2,80,156,40,40,40.0,0.0,78,78,78.0,0.0,1532467.532,25974.02597,51.33333333,82.85127237,147,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,12987.01299,12987.01299,40,78,59.0,21.93931023,481.3333333,0,0,0,0,0,0,0,0,1.0,59.0,40.0,78.0,0,0,0,0,0,0,0,20,0,39,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238097,54575,3232238083,53,17,00:54.1,48828,2,2,78,206,39,39,39.0,0.0,103,103,103.0,0.0,5816.33489,81.92020972,16276.0,28184.79677,48821,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,40.96010486,40.96010486,39,103,71.0,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1.0,71.0,39.0,103.0,0,0,0,0,0,0,0,19,0,51,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238089,10948,1796551092,443,6,27:07.5,5251692,16,21,2462,13788,748,0,153.875,279.0438138,2006,0,656.5714286,717.3367808,3094.240866,7.045348432,145880.3333,349774.3958,1539199,1,5251692,350112.8,481183.5937,1539199,3,5200984,260049.2,475523.4307,1629942,1,6,8,0,0,1,0,344,432,3.04663716,3.998711272,0,2006,439.1891892,618.1119477,382062.3799,2,2,1,14,36,0,0,0,1.3125,439.1891892,153.875,656.5714286,0,0,0,4997,4,2295360,0,66,0,372,8192,126,6,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,5251692,BENIGN,-1
3232238105,61855,1750618714,80,6,46:44.3,63045174,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.111031496,10507529.0,11885350.65,32044809,956449,63045174,10507529.0,11885350.65,32044809,956449,0,0.0,0.0,0,0,0,0,0,0,0,0,224,0,0.111031496,0.0,0,0,0.0,0.0,0.0,7,0,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,33304,0,0,32,6965807.0,0.0,6965807,6965807,18693122.33,12236850.47,32044809,8012300,-1,-1,1456063279,BENIGN,-1
3232238105,55722,1750614646,443,6,25:26.3,323030,15,11,684,1332,437,0,45.6,115.509307,1157,0,121.0909091,346.0879815,6240.906417,80.48788038,12921.2,32395.38677,158318,1,323030,23073.57143,57866.35261,220796,1,299547,29954.7,47421.18494,158318,1,5,3,0,0,4,0,444,372,46.43531561,34.05256478,0,1157,77.53846154,238.3886291,56829.13846,3,2,4,8,21,0,0,0,0.733333333,77.53846154,45.6,121.0909091,0,0,0,0,0,0,0,26,0,51,65535,972,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,323030,BENIGN,-1
3232238083,61570,3232238081,53,17,12:10.8,30642,1,1,48,80,48,48,48.0,0.0,80,80,80.0,0.0,4177.273024,65.269891,30642.0,0.0,30642,30642,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.6349455,32.6349455,48,80,64.0,22.627417,512.0,0,0,0,0,0,0,0,0,1.0,64.0,48.0,80.0,0,0,0,0,0,0,0,24,0,40,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238094,60135,3232238083,53,17,36:16.7,145,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1296551.724,27586.2069,48.33333333,77.6552209,138,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,13793.10345,13793.10345,39,55,47.0,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1.0,47.0,39.0,55.0,0,0,0,0,0,0,0,19,0,27,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238088,64824,3232238085,1805,6,14:46.2,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3,Infiltration - Portscan,-1
3232238088,52968,2899905030,443,6,07:49.3,116749498,13,13,594,4322,208,0,45.69230769,68.93038108,1430,0,332.4615385,548.183153,42.10724743,0.22269903,4669979.92,16022781.56,57985688,1,116749498,9729124.833,22504365.16,57985688,175,116515861,9709655.083,22610726.81,58169453,1,6,7,0,0,0,0,272,272,0.111349515,0.111349515,0,1430,189.0769231,409.7614841,167904.4738,0,2,0,13,25,0,0,0,1.0,189.0769231,45.69230769,332.4615385,0,0,0,0,0,0,0,22,0,166,8192,351,6,20,350185.5,164691.5333,466640,233731,57907652.0,110359.5696,57985688,57829616,-1,-1,116749498,BENIGN,-1
3232238088,60837,3232238083,53,17,25:36.4,208,2,2,66,122,33,33,33.0,0.0,61,61,61.0,0.0,903846.1538,19230.76923,69.33333333,114.8970554,202,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,0,0,16,16,9615.384615,9615.384615,33,61,47.0,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1.0,47.0,33.0,61.0,0,0,0,0,0,0,0,16,0,30,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238099,55355,3232238083,53,17,25:46.0,31050,2,2,70,134,35,35,35.0,0.0,67,67,67.0,0.0,6570.048309,128.8244767,10350.0,17923.26176,31046,2,2,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0,0,0,0,0,16,16,64.41223833,64.41223833,35,67,51.0,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1.0,51.0,35.0,67.0,0,0,0,0,0,0,0,17,0,33,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238099,48498,3232238130,57098,6,45:14.2,9912,19,10,20514,0,2896,0,1079.684211,1181.252069,0,0,0.0,0.0,2069612.591,2925.74657,354.0,1459.832233,7657,0,9912,550.6666667,1808.729876,7657,1,9781,1086.777778,2672.660462,8050,0,4,0,0,0,0,0,624,336,1916.868442,1008.878128,0,2896,707.3793103,1081.564324,1169781.387,4,4,0,4,27,0,0,0,0.526315789,707.3793103,1079.684211,0.0,20514,11,10165510,0,0,0,0,707,0,0,29200,395,11,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,9912,BENIGN,-1
3232238097,38835,3232238083,53,17,56:10.5,177282,2,2,62,136,31,31,31.0,0.0,68,68,68.0,0.0,1116.864656,22.56292235,59094.0,102348.6143,177276,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,11.28146117,11.28146117,31,68,49.5,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1.0,49.5,31.0,68.0,0,0,0,0,0,0,0,15,0,34,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238097,60757,3232238083,53,17,53:04.1,179,2,2,76,230,38,38,38.0,0.0,115,115,115.0,0.0,1709497.207,22346.36872,59.66666667,62.32442004,127,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,0,0,16,16,11173.18436,11173.18436,38,115,76.5,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1.0,76.5,38.0,115.0,0,0,0,0,0,0,0,19,0,57,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238083,60822,3232238081,53,17,10:56.2,636,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,172955.9748,3144.654088,636.0,0.0,636,636,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1572.327044,1572.327044,47,63,55.0,11.3137085,128.0,0,0,0,0,0,0,0,0,1.0,55.0,47.0,63.0,0,0,0,0,0,0,0,23,0,31,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,59029,3232238130,80,6,02:25.2,10064693,8,7,20,11595,20,0,2.5,7.071067812,5840,0,1656.428571,2431.663892,1154.034207,1.490358424,718906.6429,2664055.603,9974738,1,10064693,1437813.286,3764524.476,9974738,1,72321,12053.5,22918.3612,57625,3,1,1,0,0,1,0,172,152,0.794857826,0.695500598,0,5840,774.3333333,1806.550449,3263624.524,2,2,1,2,14,0,0,0,0.875,774.3333333,2.5,1656.428571,0,0,0,0,0,0,0,1,0,773,8192,229,1,20,89955.0,0.0,89955,89955,9974738.0,0.0,9974738,9974738,-1,-1,10064693,DDoS,-1
3232238099,33999,3232238083,53,17,23:09.5,199783,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,1041.129626,20.02172357,66594.33333,115340.4387,199778,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,10.01086179,10.01086179,44,60,52.0,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1.0,52.0,44.0,60.0,0,0,0,0,0,0,0,22,0,30,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238088,51899,3232238083,53,17,18:23.6,232,2,2,64,536,32,32,32.0,0.0,268,268,268.0,0.0,2586206.897,17241.37931,77.33333333,127.0170592,224,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,8620.689655,8620.689655,32,268,150.0,136.2546635,18565.33333,0,0,0,0,0,0,0,0,1.0,150.0,32.0,268.0,0,0,0,0,0,0,0,16,0,134,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238105,59029,3232238083,53,17,56:00.8,217,2,2,70,174,35,35,35.0,0.0,87,87,87.0,0.0,1124423.963,18433.17972,72.33333333,62.00268811,125,4,88,88.0,0.0,88,88,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,9216.589862,9216.589862,35,87,61.0,30.022214,901.3333333,0,0,0,0,0,0,0,0,1.0,61.0,35.0,87.0,0,0,0,0,0,0,0,17,0,43,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238085,59259,2731546146,443,6,18:41.8,429914,7,7,358,3776,201,0,51.14285714,80.54900904,1460,0,539.4285714,663.3397463,9615.876664,32.56465247,33070.30769,40032.33463,121907,49,411288,68548.0,41024.17007,121907,20178,391151,65191.83333,75415.99587,160651,49,3,2,0,0,1,0,152,152,16.28232623,16.28232623,0,1460,295.2857143,519.8762321,270271.2967,1,2,1,5,13,0,0,0,1.0,295.2857143,51.14285714,539.4285714,0,0,0,0,0,0,0,25,0,269,8192,60,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,429914,BENIGN,-1
3232238088,61048,3232238083,53,17,51:33.9,228209,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1393.459504,17.52779251,76069.66667,131745.2693,228196,3,10,10.0,0.0,10,10,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,8.763896253,8.763896253,34,125,79.5,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1.0,79.5,34.0,125.0,0,0,0,0,0,0,0,17,0,62,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,39726,3232238130,80,6,17:25.0,50915531,9,6,538,11632,538,0,59.77777778,179.3333333,4344,0,1938.666667,2184.364316,239.0233345,0.294605589,3636823.643,10683314.85,40137775,50,50915531,6364441.375,13862958.51,40137775,237,10737908,2147581.6,2950456.435,5732771,125,1,1,0,0,1,0,296,200,0.176763353,0.117842236,0,4344,811.3333333,1621.800704,2630237.524,1,2,1,2,14,0,0,0,0.666666667,811.3333333,59.77777778,1938.666667,0,0,0,0,0,0,0,35,0,775,29200,235,1,32,2522492.5,3562741.254,5041731,3254,22935273.0,24328011.64,40137775,5732771,-1,-1,241759520,DoS GoldenEye,-1
3232238092,28654,3232238083,53,17,57:26.4,317,2,2,64,196,32,32,32.0,0.0,98,98,98.0,0.0,820189.2744,12618.29653,105.6666667,180.4226519,314,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,0,0,16,16,6309.148265,6309.148265,32,98,65.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1.0,65.0,32.0,98.0,0,0,0,0,0,0,0,16,0,49,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,39152,3232238130,80,6,47:17.7,1587951,11,8,1080,11595,360,0,98.18181818,168.1557719,4344,0,1449.375,1729.380148,7981.984331,11.96510472,88219.5,238391.4818,999989,2,1587951,158795.1,308604.6076,999989,4,576853,82407.57143,162871.3157,436076,46,3,1,0,0,3,0,332,264,6.927165889,5.037938828,0,4344,667.1052632,1283.961617,1648557.433,2,3,3,4,14,0,0,0,0.727272727,667.1052632,98.18181818,1449.375,0,0,0,11595,5,24206680,0,56,0,610,29200,235,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1587951,DoS Hulk,-1
3232238095,54132,389171995,80,6,20:24.7,115204009,17,15,442,1811,431,0,26.0,104.3671404,1811,0,120.7333333,467.5981893,19.55661109,0.277768111,3716258.355,4815577.184,10000780,3,115204009,7200250.562,4466040.194,10023676,316,115180792,8227199.429,3736827.663,10024018,904,1,1,0,0,0,0,352,444,0.147564309,0.130203802,0,1811,70.40625,326.6085612,106673.1522,2,2,0,2,31,0,0,0,0.882352941,70.40625,26.0,120.7333333,0,0,0,0,0,0,0,13,0,56,8192,946,12,20,25398.45455,7442.605543,47831,22894,10000164.27,464.1469791,10000780,9999542,-1,-1,115204009,BENIGN,-1
3232238130,123,1815955956,123,17,10:44.4,23609,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,4066.245923,84.71345673,23609.0,0.0,23609,23609,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,42.35672837,42.35672837,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238095,57098,3054901628,80,6,34:56.7,11137371,10,15,299,16718,298,0,29.9,94.20126208,2920,0,1114.533333,991.9027794,1527.918932,2.24469491,464057.125,2032876.722,9999794,26,10963974,1218219.333,3296300.649,9999794,50,10963802,783128.7143,2704342.659,10173454,50,1,1,0,0,0,0,212,324,0.897877964,1.346816946,0,2920,680.68,933.4666,871359.8933,2,2,0,2,24,0,0,0,1.5,680.68,29.9,1114.533333,0,0,0,16718,10,95844,0,11,0,668,8192,32,2,20,522715.0,0.0,522715,522715,9999794.0,0.0,9999794,9999794,-1,-1,11137371,BENIGN,-1
3232238094,54683,3627736046,80,6,01:24.8,115990719,19,16,1292,2238,427,0,68.0,159.7118934,746,0,139.875,300.722214,30.43346942,0.30174828,3411491.735,4671444.521,10014776,92,115949840,6441657.778,4718839.484,10078097,92,115942735,7729515.667,4072574.905,10067809,21998,3,3,0,0,0,0,392,464,0.163806209,0.137942071,0,746,100.8571429,233.9255969,54721.18487,0,2,0,6,34,0,0,0,0.842105263,100.8571429,68.0,139.875,0,0,0,0,0,0,0,36,0,63,8192,360,14,20,541493.7273,1637084.279,5477417,36330,9999400.818,15469.05329,10014776,9955345,-1,-1,115990719,BENIGN,-1
3232238089,3638,1209359133,80,6,35:18.7,115505883,22,21,1751,5572,435,0,79.59090909,171.4847374,796,0,265.3333333,384.5045297,63.39936815,0.37227541,2750140.071,4407899.194,10006996,9,115505883,5500280.143,4918811.97,10030486,265,115482325,5774116.25,4882127.802,10030552,458,4,7,0,0,0,0,488,564,0.190466489,0.181808921,0,796,170.3023256,306.4815333,93930.93023,0,2,0,11,42,0,0,0,0.954545455,170.3023256,79.59090909,265.3333333,0,0,0,0,0,0,0,40,0,129,8192,294,15,20,46188.81818,75175.37454,272851,23421,9979866.909,68140.0341,10006996,9774783,-1,-1,115505883,BENIGN,-1
3232238096,41765,3232238083,53,17,06:49.2,165,2,2,94,220,47,47,47.0,0.0,110,110,110.0,0.0,1903030.303,24242.42424,55.0,85.85452813,154,1,1,1.0,0.0,1,1,10,10.0,0.0,10,10,0,0,0,0,0,0,16,16,12121.21212,12121.21212,47,110,78.5,36.37306696,1323.0,0,0,0,0,0,0,0,0,1.0,78.5,47.0,110.0,0,0,0,0,0,0,0,23,0,55,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238083,60151,3232238081,53,17,58:08.7,30682,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,3911.087934,65.1847989,30682.0,0.0,30682,30682,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.59239945,32.59239945,52,68,60.0,11.3137085,128.0,0,0,0,0,0,0,0,0,1.0,60.0,52.0,68.0,0,0,0,0,0,0,0,26,0,34,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238105,59150,2899905318,443,6,58:23.8,34232763,56,81,3648,104107,1317,0,65.14285714,250.2967278,1978,0,1285.271605,422.4115,3147.715538,4.002014094,251711.4926,1819438.056,18242857,1,34232763,622413.8727,2835650.303,18242887,1,34196023,427450.2875,2369183.214,18279662,1,8,31,0,0,0,0,1804,2600,1.635859776,2.366154318,0,1978,786.5328467,701.9445056,492726.089,3,2,0,39,136,0,0,0,1.446428571,786.5328467,65.14285714,1285.271605,0,0,0,25992,18,1174910,0,26,0,759,65535,412,8,32,118991.3333,49927.17267,164821,65787,11279639.67,6074999.24,18242857,7062627,-1,-1,34232763,BENIGN,-1
3232238083,61308,3232238081,53,17,05:42.4,153186,1,1,51,263,51,51,51.0,0.0,263,263,263.0,0.0,2049.795673,13.0560234,153186.0,0.0,153186,153186,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,6.528011698,6.528011698,51,263,157.0,149.9066376,22472.0,0,0,0,0,0,0,0,0,1.0,157.0,51.0,263.0,0,0,0,0,0,0,0,25,0,131,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
